customer_id,name,email,location,join_date
433,Kristen Zimmerman,veronicahowe@hotmail.com,East,15-04-2023
434,Kayla Lopez DVM,chutchinson@yahoo.com,East,03-04-2023
435,Melissa King,hendersoncatherine@gmail.com,Central,22-10-2022
436,Thomas Pham,cynthiastrickland@gmail.com,Central,02-12-2021
437,Stephen Benton,nelsonkayla@allen.com,North,13-09-2020
438,Aaron Garcia,richard34@stanton.com,North,09-10-2023
439,Todd Kim,lewiskevin@yahoo.com,South,07-10-2021
440,Jonathan Duncan,andrewsbryan@hotmail.com,West,09-08-2020
441,Heather Dixon,zanthony@yahoo.com,Central,31-03-2022
442,Diana Barnes,ecarter@gmail.com,Central,09-03-2023
443,Stephen Davis,jennifer27@miller.com,Central,29-08-2021
444,Kevin Reid,collinsdarryl@hotmail.com,South,16-04-2023
445,Stephanie Peterson,michael16@estrada.biz,West,26-08-2020
446,Emily Nguyen,vford@huffman.com,North,01-11-2023
447,Jeffrey Taylor,jillianbarton@weaver.org,West,30-05-2022
448,John Haney,millerandrew@ellison.biz,North,09-05-2023
449,Matthew Mendoza,danielleowens@gonzalez.com,South,01-04-2022
450,Daniel Chase,qmiller@gmail.com,Central,08-01-2023
451,Jeremiah Norton,christopherblack@walker.info,East,21-09-2022
452,Melissa Hernandez,youngjennifer@yahoo.com,South,12-03-2021
453,Alexandra Vaughn,paul03@heath.biz,South,14-03-2020
454,Phillip Burch,amanda72@frazier.info,Central,31-12-2020
455,Sherry Wheeler,marie58@gmail.com,South,29-03-2022
456,Amy Smith,tolson@becker-hughes.com,North,19-01-2022
457,Katie Carter,jose19@wu.com,East,18-06-2020
458,Ronnie Gill,gregorypayne@carlson.biz,Central,03-11-2021
459,Taylor Hernandez,bernard45@evans-hill.info,North,20-09-2021
460,Dakota Johnson,othomas@grimes.com,East,19-03-2022
461,Cindy Mcdonald,michaeljohnston@yahoo.com,Central,01-05-2023
462,Erin Rush,vazquezsavannah@hotmail.com,South,20-02-2021
463,Randy Gaines,stacey74@gmail.com,West,22-01-2022
464,Lisa Mills,seanstevens@arnold-frank.biz,East,30-04-2021
465,Jasmine Pacheco,cherylmathews@davis-henry.com,West,25-01-2020
466,Carrie Lin,rsanchez@bailey.com,South,08-07-2020
467,Peter Sheppard,leemark@richards.net,North,21-07-2020
468,Mr. Edward White,suzanne24@hotmail.com,Central,03-11-2021
469,Joyce Arias,ashleymoore@hotmail.com,Central,16-02-2022
470,Joshua Williamson,wilsontimothy@alexander.com,East,21-11-2020
471,Shelia Martin,gwright@yahoo.com,Central,01-01-2021
472,Kimberly Richards,amanda44@johnson.biz,South,30-08-2020
473,Karen Todd,guzmanmary@harding.com,Central,26-02-2020
474,Amber Brown,sandraharris@hotmail.com,Central,29-08-2022
475,Troy Pope,katherine27@bradley-bowen.com,West,14-05-2021
476,Benjamin Rivera,ashleymitchell@hotmail.com,East,27-03-2020
477,Kimberly Sanchez,ryan33@delacruz.org,Central,17-02-2022
478,Jessica Kennedy,jcastaneda@andersen.biz,Central,01-03-2022
479,Steven Solomon,curtispatel@hotmail.com,North,07-10-2021
480,Mark Vargas,jennyevans@hotmail.com,West,08-02-2023
481,Chad Smith,wbrown@yahoo.com,Central,03-07-2021
482,Robert Rodriguez,kirk73@ford-freeman.com,Central,21-04-2021
483,Michele Brown,raymond06@hamilton.com,South,29-07-2023
484,Roger Miller,westjose@yahoo.com,North,05-10-2020
485,Joe Myers,msimpson@yahoo.com,East,05-09-2023
486,Julie Smith,gloverkendra@hotmail.com,South,31-05-2021
487,Matthew Shaw,alexander16@lam.biz,West,27-09-2021
488,Paul Franklin,eddiejones@hotmail.com,East,03-10-2022
489,Anne Carter,uzimmerman@yahoo.com,West,13-06-2020
490,Jonathan Williams,barbara41@yahoo.com,West,08-02-2021
491,William Morris,joshua34@gmail.com,East,12-09-2023
492,David Jenkins,robin11@gmail.com,East,16-04-2023
493,Alison Lyons,ykline@bell.com,Central,22-05-2022
494,Jason Flores,dennis96@hotmail.com,West,02-05-2020
495,Jessica Molina,miguel56@larson-miller.info,East,10-07-2022
496,Aaron Porter,richardsontodd@brown-miller.com,North,03-10-2022
497,Gabriel Ramirez,anna65@gmail.com,East,07-01-2023
498,Michael Miller,robin44@yahoo.com,West,10-06-2023
499,Joseph Vang,rosalesbeth@gmail.com,East,14-08-2022
500,Julia Murray,brian79@harding.com,West,13-05-2022
